Feature,Mean_Rank,Feature_Count,Appearance_Percentage,Overall_Feature_Importance
4.156156575_underdominant,54.0,1,0.045454545454545456,0.0008417508417508417
7.104780432_additive,55.0,1,0.045454545454545456,0.0008264462809917355
6.137809491_recessive,55.0,1,0.045454545454545456,0.0008264462809917355
2.71737664_overdominant,55.0,1,0.045454545454545456,0.0008264462809917355
8.84461819_superadd,56.0,1,0.045454545454545456,0.0008116883116883116
5.34129376_superadd,56.0,1,0.045454545454545456,0.0008116883116883116
9.20482932_additive,57.0,1,0.045454545454545456,0.0007974481658692185
20.6798768_dominant,57.0,1,0.045454545454545456,0.0007974481658692185
9.68064216_superadd,57.0,1,0.045454545454545456,0.0007974481658692185
2.34873613_additive,58.0,1,0.045454545454545456,0.0007836990595611285
11.25113688_underdominant,58.0,1,0.045454545454545456,0.0007836990595611285
2.182747121_pager,58.0,1,0.045454545454545456,0.0007836990595611285
2.225490083_dominant,58.0,1,0.045454545454545456,0.0007836990595611285
18.12551672_additive,58.0,1,0.045454545454545456,0.0007836990595611285
8.80222482_overdominant,59.0,1,0.045454545454545456,0.0007704160246533128
5.148286286_recessive,59.0,1,0.045454545454545456,0.0007704160246533128
2.122252415_recessive,59.0,1,0.045454545454545456,0.0007704160246533128
1.196756913_superadd,59.0,1,0.045454545454545456,0.0007704160246533128
9.66839571_pager,60.0,1,0.045454545454545456,0.0007575757575757576
8.53712734_overdominant,60.0,1,0.045454545454545456,0.0007575757575757576
5.59394089_additive,61.0,1,0.045454545454545456,0.000745156482861401
18.25610489_superadd,62.0,1,0.045454545454545456,0.0007331378299120235
7.89962495_dominant,63.0,1,0.045454545454545456,0.0007215007215007215
2.182812603_additive,63.0,1,0.045454545454545456,0.0007215007215007215
5.29209301_overdominant,63.0,1,0.045454545454545456,0.0007215007215007215
8.75721623_dominant,64.0,1,0.045454545454545456,0.0007102272727272727
18.73766023_superadd,64.0,1,0.045454545454545456,0.0007102272727272727
7.36517241_dominant,65.0,1,0.045454545454545456,0.0006993006993006994
9.56368818_pager,66.0,1,0.045454545454545456,0.0006887052341597796
4.128520263_additive,66.0,1,0.045454545454545456,0.0006887052341597796
5.34244674_pager,67.0,1,0.045454545454545456,0.00067842605156038
1.273909794_additive,68.0,1,0.045454545454545456,0.0006684491978609625
7.12646202_recessive,68.0,1,0.045454545454545456,0.0006684491978609625
6.42399012_underdominant,68.0,1,0.045454545454545456,0.0006684491978609625
4.150579079_superadd,69.0,1,0.045454545454545456,0.0006587615283267457
1.177588675_overdominant,69.0,1,0.045454545454545456,0.0006587615283267457
5.127619215_superadd,70.0,1,0.045454545454545456,0.0006493506493506494
5.13367050_recessive,70.0,1,0.045454545454545456,0.0006493506493506494
18.32316331_heterosis,70.0,1,0.045454545454545456,0.0006493506493506494
2.211846080_pager,71.0,1,0.045454545454545456,0.0006402048655569783
7.34185473_superadd,71.0,1,0.045454545454545456,0.0006402048655569783
5.173521711_subadd,72.0,1,0.045454545454545456,0.0006313131313131313
9.56027378_overdominant,73.0,1,0.045454545454545456,0.0006226650062266501
9.45741943_additive,74.0,1,0.045454545454545456,0.0006142506142506143
7.74445252_subadd,75.0,1,0.045454545454545456,0.0006060606060606062
9.46197762_superadd,75.0,1,0.045454545454545456,0.0006060606060606062
18.64235068_additive,76.0,1,0.045454545454545456,0.0005980861244019139
1.177130652_subadd,77.0,1,0.045454545454545456,0.000590318772136954
15.44489271_additive,77.0,1,0.045454545454545456,0.000590318772136954
5.78572555_underdominant,77.0,1,0.045454545454545456,0.000590318772136954
12.22375958_heterosis,78.0,1,0.045454545454545456,0.0005827505827505828
1.202369021_additive,78.0,1,0.045454545454545456,0.0005827505827505828
9.64319317_additive,78.0,1,0.045454545454545456,0.0005827505827505828
9.53532432_underdominant,78.0,1,0.045454545454545456,0.0005827505827505828
18.70811406_recessive,79.0,1,0.045454545454545456,0.0005753739930955121
9.17673405_dominant,79.0,1,0.045454545454545456,0.0005753739930955121
5.71792049_dominant,80.0,1,0.045454545454545456,0.0005681818181818183
5.115324888_subadd,80.0,1,0.045454545454545456,0.0005681818181818183
4.78630706_pager,80.0,1,0.045454545454545456,0.0005681818181818183
1.277536188_dominant,81.0,1,0.045454545454545456,0.0005611672278338944
3.8815230_additive,81.0,1,0.045454545454545456,0.0005611672278338944
12.41257972_superadd,83.0,1,0.045454545454545456,0.0005476451259583791
11.22961971_heterosis,83.0,1,0.045454545454545456,0.0005476451259583791
2.63617726_superadd,84.0,1,0.045454545454545456,0.0005411255411255411
1.176538097_heterosis,84.0,1,0.045454545454545456,0.0005411255411255411
4.78566235_additive,85.0,1,0.045454545454545456,0.0005347593582887701
7.104912317_additive,85.0,1,0.045454545454545456,0.0005347593582887701
8.105476205_overdominant,86.0,1,0.045454545454545456,0.0005285412262156448
15.68526626_superadd,86.0,1,0.045454545454545456,0.0005285412262156448
1.279164151_recessive,88.0,1,0.045454545454545456,0.0005165289256198347
2.131258083_subadd,90.0,1,0.045454545454545456,0.000505050505050505
20.4033053_overdominant,90.0,1,0.045454545454545456,0.000505050505050505
2.31706464_superadd,91.0,1,0.045454545454545456,0.0004995004995004995
2.127984838_subadd,92.0,1,0.045454545454545456,0.0004940711462450593
5.102725283_recessive,92.0,1,0.045454545454545456,0.0004940711462450593
20.17612355_dominant,93.0,1,0.045454545454545456,0.0004887585532746823
2.87087385_underdominant,94.0,1,0.045454545454545456,0.00048355899419729207
8.105081975_dominant,95.0,1,0.045454545454545456,0.0004784688995215311
9.98993846_recessive,96.0,1,0.045454545454545456,0.0004734848484848485
2.96064909_superadd,96.0,1,0.045454545454545456,0.0004734848484848485
7.119123504_overdominant,98.0,1,0.045454545454545456,0.0004638218923933209
20.40339215_underdominant,100.0,1,0.045454545454545456,0.00045454545454545455
9.46251949_superadd,100.0,1,0.045454545454545456,0.00045454545454545455
3.39941316_overdominant,101.0,1,0.045454545454545456,0.0004500450045004501
19.23131906_overdominant,102.0,1,0.045454545454545456,0.00044563279857397507
4.76248362_dominant,102.0,1,0.045454545454545456,0.00044563279857397507
9.53327995_pager,104.0,1,0.045454545454545456,0.0004370629370629371
11.73069512_pager,107.0,1,0.045454545454545456,0.00042480883602378925
